Date,Land,pagePath,Number of Pages,Sessions,Users,Duration
2023-10-13,Germany,/marktplatz?tab=0&category=APP&ptgId=47&ptgId=2&ptgId=23,1,1,1,3
2023-10-13,Germany,/marktplatz?tab=0&category=APP&ptgId=47,1,1,1,6
2023-10-13,Germany,/marktplatz?tab=0&category=APP&productId=237,1,1,1,7
2023-10-13,Germany,/marktplatz?tab=1,7,5,2,65
2023-10-13,Germany,/marktplatz?tab=0&category=APP&ptgId=47&ptgId=2&ptgId=23&ptgId=8&ptgId=41,1,1,1,3
2023-10-13,Germany,/marktplatz?tab=0&attr=79,1,1,1,9
2023-10-13,Germany,/marktplatz?tab=0&productId=70,1,1,1,24
2023-10-13,Germany,/marktplatz?tab=0&attr=128&attr=27&attr=26&search=Oracle%20IoT%20Platform&category=APP,1,1,1,167
2023-10-13,Germany,/marktplatz?tab=0&attr=125&ptgId=8&productId=252,1,2,1,16
2023-10-13,Germany,/marktplatz?tab=0&attr=125&ptgId=8,1,1,1,10
2023-10-13,Germany,/marktplatz?tab=0&attr=125&ptgId=47,1,1,1,8
2023-10-13,Germany,/login,1,1,1,19
2023-10-13,Germany,/marktplatz?tab=0&ptgId=13&attr=123,1,1,1,84
2023-10-13,Germany,/marktplatz?tab=0&search=oracle&attr=26&category=APP,1,1,1,61
2023-10-13,Germany,/marktplatz,9,7,4,10
2023-10-13,Germany,/marktplatz?tab=0&category=APP&productId=154,2,1,1,12
2023-10-13,Germany,/marktplatz?tab=0&attr=128&attr=27&attr=26&search=Oracle%20IoT%20Platform,2,1,1,12
2023-10-13,Germany,/marktplatz?tab=0&attr=125,2,1,1,19
2023-10-13,Germany,/marktplatz?tab=0&search=oracle&category=CONTENT,1,1,1,6
2023-10-13,Germany,/marktplatz?tab=1&certificationId=23,1,1,1,4
2023-10-13,Germany,/marktplatz?tab=1&certificationId=27,1,1,1,56
2023-10-13,Germany,/marktplatz?tab=1&certificationId=7,1,1,1,20
2023-10-13,Germany,/marktplatz?tab=0&category=APP,3,2,2,79
2023-10-13,Germany,/marktplatz?tab=0&productId=210,3,1,1,29
2023-10-13,Germany,/marktplatz?tab=0,31,12,9,562
2023-10-13,Germany,/marktplatz?tab=0&attr=128&attr=27&attr=26,1,1,1,9
2023-10-13,Germany,/marktplatz?tab=0&search=oracle&category=APP&attr=128,1,1,1,6
2023-10-13,Germany,/marktplatz?tab=0&attr=128&attr=27&attr=26&search=Oracle%20IoT%20Platform&category=CONTENT,1,1,1,3
2023-10-13,Germany,/marktplatz?tab=0&category=APP&productId=143,1,1,1,4
2023-10-13,Germany,/marktplatz?tab=0&attr=128&attr=27&attr=26&search=oracle,1,1,1,14
2023-10-13,Germany,/marktplatz?tab=0&search=oracle&attr=26&attr=27&attr=128&category=APP,1,1,1,34
2023-10-13,Germany,/marktplatz?tab=0&category=APP&ptgId=47&ptgId=2,2,1,1,23
2023-10-13,Germany,/marktplatz?tab=0&productId=256,2,1,1,8
2023-10-13,Germany,/marktplatz?tab=0&ptgId=13,2,1,1,53
2023-10-13,Germany,/marktplatz?tab=0&ptgId=13&attr=125,2,1,1,50
2023-10-13,Germany,/marktplatz?tab=0&search=oracle,2,1,1,17
2023-10-13,Germany,/marktplatz?tab=0&search=oracle&attr=26,2,1,1,9
2023-10-13,Germany,/marktplatz?tab=0&attr=80&productId=233,1,1,1,39
2023-10-13,Germany,/marktplatz?tab=0&search=oracle&attr=26&attr=27&attr=128,1,1,1,31
2023-10-13,Germany,/marktplatz?tab=0&attr=80&productId=124,1,1,1,11
2023-10-13,Germany,/marktplatz?tab=0&ptgId=13&attr=125&productId=128,1,1,1,11
2023-10-13,Germany,/marktplatz?tab=0&attr=80,1,1,1,2
2023-10-13,Germany,/marktplatz?tab=0&category=APP&productId=211,1,2,1,16
2023-10-12,Germany,/marktplatz,3,3,3,3
2023-10-12,Austria,/marktplatz?tab=0&appSubPro=124&productId=124,1,1,1,6
2023-10-12,Germany,/marktplatz?tab=0&ptgId=55&ptgId=29&ptgId=60,1,1,1,7
2023-10-12,Germany,/marktplatz?tab=0&attr=79,1,1,1,19
2023-10-12,Germany,/marktplatz?tab=0&ptgId=55&ptgId=60,1,1,1,5
2023-10-12,Germany,/marktplatz?tab=0&ptgId=55,1,1,1,14
2023-10-12,Germany,/marktplatz?tab=0&ptgId=45&productId=198,1,1,1,232
2023-10-12,Germany,/marktplatz?tab=0,6,16,11,189
2023-10-12,Germany,/marktplatz?tab=0&attr=23,1,1,1,7
2023-10-12,Germany,/marktplatz?tab=0&attr=23&productId=251,1,2,1,24
2023-10-12,Germany,/marktplatz?tab=0&ptgId=29&ptgId=45,1,1,1,18
2023-10-12,Germany,/marktplatz?tab=0&ptgId=29,1,1,1,28
2023-10-12,Germany,/marktplatz?tab=0&productId=233,1,1,1,50
2023-10-12,Germany,/marktplatz?tab=0&productId=191,1,1,1,509
2023-10-12,Germany,/marktplatz?tab=0&attr=81,1,1,1,13
2023-10-12,Germany,/marktplatz?tab=0&attr=80,1,1,1,1
2023-10-12,Germany,/marktplatz?tab=0&productId=102,1,1,1,49
2023-10-12,Germany,/marktplatz?tab=0&ptgId=45,2,1,1,7
2023-10-12,Germany,/marktplatz?tab=0&ptgId=55&ptgId=29,2,1,1,53
2023-10-11,Germany,/marktplatz?tab=0&productId=126,1,1,1,1
2023-10-11,Austria,/marktplatz?tab=0,1,1,1,2
2023-10-11,Germany,/marktplatz?tab=0&category=APP&certificationType=ATTRIBUTE_CERT,1,1,1,4
2023-10-11,Germany,/marktplatz?tab=0&category=APP&ptgId=22,1,1,1,2
2023-10-11,Germany,/marktplatz?tab=0&category=APP&ptgId=26,1,1,1,5
2023-10-11,Germany,/marktplatz?tab=0&productId=104,1,1,1,23
2023-10-11,Germany,/marktplatz?tab=1&certificationId=9,1,1,1,54
2023-10-11,Germany,/marktplatz?tab=1&certificationId=26,1,1,1,30
2023-10-11,Germany,/marktplatz?tab=2,4,3,3,88
2023-10-11,Austria,/marktplatz?tab=1&search=archicad,2,2,1,3
2023-10-11,Germany,/marktplatz?tab=1&certifiId=23&certificationId=23,1,1,1,32
2023-10-11,Germany,/marktplatz?tab=0&productId=15,1,1,1,14
2023-10-11,Germany,/marktplatz?tab=0&productId=211,1,1,1,2
2023-10-11,Germany,/marktplatz?tab=0&productId=231,1,1,1,2
2023-10-11,Germany,/marktplatz?tab=0,25,13,10,534
2023-10-11,Germany,/marktplatz?tab=0&productId=266,1,1,1,10
2023-10-11,Germany,/marktplatz?tab=0&productId=276,1,1,1,1
2023-10-11,Germany,/marktplatz?tab=0&productId=292,1,1,1,5
2023-10-11,Austria,/marktplatz,1,1,1,1
2023-10-11,Austria,/marktplatz?tab=0&productId=124,1,1,1,0
2023-10-11,Germany,/marktplatz?tab=0&productId=66,1,1,1,15
2023-10-11,Austria,/marktplatz?tab=1,1,1,1,5
2023-10-11,Germany,/marktplatz?tab=1,10,3,3,153
2023-10-11,Germany,/marktplatz?tab=1&certificationId=24,2,1,1,50
2023-10-11,Germany,/marktplatz?tab=1&orgId=138&orgId=195&orgId=182&orgId=164&orgId=196&orgId=227&orgId=191,1,1,1,6
2023-10-11,Germany,/marktplatz?tab=1&certificationType=PTG_CERT,1,1,1,55
2023-10-11,Germany,/marktplatz?tab=0&attr=118&productId=284,1,1,1,64
2023-10-11,Germany,/marktplatz?tab=0&attr=118&productId=316,1,1,1,4
2023-10-11,Germany,/marktplatz?tab=0&attr=91,1,1,1,73
2023-10-11,Germany,/marktplatz?tab=0&attr=91&ptgId=26,1,1,1,34
2023-10-11,Germany,/marktplatz?tab=0&category=APP&attr=14,1,1,1,1
2023-10-11,Germany,/marktplatz?tab=2&orgId=196&organisationId=196,1,1,1,8
2023-10-11,Germany,/marktplatz?tab=2&orgId=179&organisationId=179,1,1,1,8
2023-10-11,Germany,/marktplatz?tab=1&orgId=179,1,1,1,3
2023-10-11,Germany,/marktplatz?tab=1&orgId=176&orgId=179&orgId=138&orgId=195&orgId=182&orgId=164&orgId=196&orgId=227&orgId=191,1,1,1,3
2023-10-11,Germany,/marktplatz?tab=1&certificationId=27,3,1,1,40
2023-10-11,Germany,/marktplatz?tab=1&certificationId=23,2,1,1,15
2023-10-11,Germany,/marktplatz?tab=0&category=APP&attr=14&ptgId=8,1,2,1,16
2023-10-11,Austria,/marktplatz?tab=1&search=archicad&certificationType=ATTRIBUTE_CERT,1,2,1,28
2023-10-11,Germany,/marktplatz?tab=0&productId=304,1,1,1,2
2023-10-11,Germany,/marktplatz?tab=0&search=archicad&productId=124,1,1,1,24
2023-10-11,Germany,/marktplatz?tab=0&productId=68,1,1,1,28
2023-10-11,Germany,/marktplatz?tab=0&ptgId=44&ptgId=25&attr=118,2,1,1,15
2023-10-11,Germany,/marktplatz?tab=0&category=APP,2,1,1,9
2023-10-11,Germany,/marktplatz?tab=0&productId=233,2,2,2,3
2023-10-11,Germany,/marktplatz?tab=0&productId=91,2,1,1,32
2023-10-11,Germany,/marktplatz?tab=0&productId=72,1,1,1,6
2023-10-11,Germany,/marktplatz?tab=1&orgId=176,1,1,1,3
2023-10-11,Germany,/marktplatz?tab=1&orgId=176&orgId=179&orgId=138&orgId=195,1,1,1,3
2023-10-11,Germany,/marktplatz?tab=1&orgId=176&orgId=179&orgId=138&orgId=195&orgId=182&orgId=164&orgId=196,1,1,1,3
2023-10-11,Germany,/marktplatz?tab=0&ptgId=25&attr=118,2,1,1,18
2023-10-11,Germany,/marktplatz?tab=0&attr=118,2,1,1,8
2023-10-11,Germany,/marktplatz?tab=0&ptgId=45,1,1,1,34
2023-10-11,Germany,/marktplatz?tab=0&ptgId=25,1,1,1,3
2023-10-11,Germany,/marktplatz?tab=0&ptgId=44&attr=118,1,1,1,37
2023-10-11,Germany,/marktplatz?tab=0&ptgId=26,1,1,1,1
2023-10-11,Germany,/marktplatz?tab=0&ptgId=25&attr=118&productId=14,1,1,1,16
2023-10-11,Germany,/marktplatz?tab=0&ptgId=44,1,1,1,29
2023-10-11,Germany,/marktplatz?tab=0&productId=93,1,1,1,10
2023-10-11,Germany,/marktplatz?tab=0&search=archicad,1,1,1,12
2023-10-10,Germany,/marktplatz?tab=0&ptgId=45&attr=118,1,1,1,60
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=15,1,1,1,1
2023-10-10,Germany,/marktplatz?tab=0&ptgId=33&productId=308,1,1,1,93
2023-10-10,Germany,/marktplatz?tab=0&ptgId=33&productId=251,1,1,1,70
2023-10-10,Germany,/marktplatz?tab=0&productId=280,1,1,1,55
2023-10-10,Germany,/marktplatz?tab=0&ptgId=45&attr=31,1,1,1,2
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=129,1,1,1,6
2023-10-10,Germany,/marktplatz?tab=0&search=aurivus%20KI,2,1,1,11
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=13,1,1,1,8
2023-10-10,Germany,/marktplatz?tab=0&search=AVA,2,1,1,40
2023-10-10,Germany,/marktplatz?tab=0&ptgId=57,2,1,1,21
2023-10-10,Germany,/marktplatz?tab=0&ptgId=45&attr=31&attr=27,2,1,1,58
2023-10-10,Germany,/marktplatz?tab=0&search=AVA&productId=23,1,1,1,12
2023-10-10,Germany,/marktplatz?tab=0&productId=317,1,1,1,13
2023-10-10,Germany,/marktplatz?tab=0&ptgId=45&productId=198,1,1,1,45
2023-10-10,Austria,/marktplatz?tab=0&attr=79,1,1,1,2
2023-10-10,Germany,/marktplatz?tab=0&ptgId=7&ptgId=57,1,1,1,9
2023-10-10,Austria,/marktplatz?tab=0&attr=2&attr=128&attr=79&attr=30&attr=14&productId=231,1,1,1,5
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=124,1,1,1,9
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14,1,1,1,43
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=104,1,1,1,10
2023-10-10,Germany,/marktplatz?tab=0&productId=237,1,1,1,57
2023-10-10,Germany,/marktplatz?tab=0&ptgId=45&attr=31&attr=27&productId=126,1,1,1,32
2023-10-10,Germany,/marktplatz?tab=0&attr=118,2,2,2,28
2023-10-10,Germany,/marktplatz?tab=0&ptgId=45&attr=31&attr=27&category=CONTENT,1,1,1,2
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=233,1,1,1,4
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2,1,1,1,3
2023-10-10,Germany,/marktplatz?tab=0&search=itwo&productId=167,2,2,1,69
2023-10-10,Austria,/marktplatz?tab=0&attr=2&attr=128&attr=79&attr=30,1,1,1,16
2023-10-10,Austria,/marktplatz?tab=0&attr=2&attr=128,1,1,1,7
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=231,1,1,1,2
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=103,1,1,1,7
2023-10-10,Germany,/marktplatz?tab=0&attr=118&attr=117,1,1,1,23
2023-10-10,Germany,/registry,2,1,1,108
2023-10-10,Germany,/marktplatz?tab=0&orgId=198&productId=203,1,1,1,14
2023-10-10,Germany,/marktplatz,9,7,5,117
2023-10-10,Germany,/marktplatz?tab=0&ptgId=20,1,1,1,20
2023-10-10,Germany,/marktplatz?tab=0&ptgId=22,1,1,1,4
2023-10-10,Germany,/marktplatz?tab=0&ptgId=45,4,1,1,145
2023-10-10,Germany,/marktplatz?tab=1,4,1,1,308
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=230,1,1,1,4
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=216,1,1,1,26
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=206,1,1,1,2
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=203,1,1,1,23
2023-10-10,Germany,/marktplatz?tab=0&productId=203,3,1,1,70
2023-10-10,Germany,/marktplatz?tab=0&orgId=198,1,1,1,3
2023-10-10,Germany,/marktplatz?tab=0&search=LivAir,1,2,1,10
2023-10-10,Germany,/marktplatz?tab=0&ptgId=1,1,1,1,5
2023-10-10,Austria,/marktplatz?tab=0&attr=2,1,1,1,28
2023-10-10,Germany,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&certifiId=12&productId=193,1,1,1,9
2023-10-10,Germany,/marktplatz?tab=0&ptgId=33,1,1,1,9
2023-10-10,Germany,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&certifiId=12,1,1,1,26
2023-10-10,Germany,/marktplatz?tab=0&productId=181,1,1,1,88
2023-10-10,Germany,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT,1,1,1,2
2023-10-10,Germany,/marktplatz?tab=0&productId=210,1,1,1,12
2023-10-10,Germany,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT,1,1,1,19
2023-10-10,Germany,/marktplatz?tab=0&category=CONTENT&ptgId=63,1,1,1,2
2023-10-10,Germany,/marktplatz?tab=0&category=CONTENT&ptgId=35,1,1,1,42
2023-10-10,Germany,/marktplatz?tab=0&category=CONTENT,1,1,1,6
2023-10-10,Germany,/marktplatz?tab=0&category=APP&productId=66,1,1,1,34
2023-10-10,Germany,/marktplatz?tab=0&category=APP,1,1,1,12
2023-10-10,Germany,/marktplatz?tab=0&attr=121,1,1,1,10
2023-10-10,Germany,/marktplatz?tab=0&attr=117,1,1,1,23
2023-10-10,Germany,/marktplatz?tab=0&appSubPro=181&productId=181,1,1,1,1
2023-10-10,Germany,/marktplatz?tab=0&ptgId=23,1,1,1,7
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=73,1,1,1,15
2023-10-10,Germany,/marktplatz?tab=0&productId=308,1,1,1,39
2023-10-10,Germany,/marktplatz?tab=0&search=aurivus%20KI&productId=181,1,1,1,4
2023-10-10,Germany,/marktplatz?tab=0&search=concular,1,1,1,20
2023-10-10,Germany,/marktplatz?tab=0&search=itwo,1,1,1,277
2023-10-10,Germany,/marktplatz?tab=0&search=itwo&productId=29,1,1,1,56
2023-10-10,Germany,/marktplatz?tab=0&search=siteplan,1,1,1,64
2023-10-10,Germany,/marktplatz?tab=0&search=siteplan&attr=89,1,1,1,23
2023-10-10,Germany,/marktplatz?tab=0&search=siteplan&attr=89&productId=252,1,1,1,43
2023-10-10,Germany,/marktplatz?tab=0&search=siteplan&attr=89&productId=45,1,1,1,66
2023-10-10,Germany,/marktplatz?tab=1&certificationId=25,1,1,1,13
2023-10-10,Austria,/marktplatz,2,1,1,40
2023-10-10,Germany,/marktplatz?tab=2&organisationId=198,1,1,1,3
2023-10-10,Germany,/marktplatz?tab=0,29,14,11,866
2023-10-10,Hungary,/marktplatz,3,2,2,5
2023-10-10,Hungary,/marktplatz?tab=0,3,2,2,49
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=318,1,1,1,13
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=27,1,1,1,3
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=254,1,1,1,4
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=249,1,1,1,22
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=137,1,1,1,6
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=144,1,1,1,2
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=158,1,1,1,4
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=162,1,1,1,6
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=177,1,1,1,6
2023-10-10,Austria,/marktplatz?tab=1,2,1,1,11
2023-10-10,Austria,/marktplatz?tab=0&attr=2&attr=128&attr=79&attr=30&attr=14&productId=137,2,1,1,31
2023-10-10,Austria,/marktplatz?tab=2&organisationId=228,1,1,1,14
2023-10-10,Austria,/marktplatz?tab=0&attr=2&attr=128&attr=79&attr=30&attr=14,2,1,1,4
2023-10-10,Austria,/marktplatz?tab=0&attr=2&attr=128&attr=79,2,1,1,20
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=130,1,1,1,16
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=132,1,1,1,2
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=182,1,1,1,18
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=321,1,1,1,4
2023-10-10,Germany,/marktplatz?tab=2,1,1,1,4
2023-10-10,Germany,/marktplatz?tab=0&search=ava&ptgId=45&productId=256,1,1,1,26
2023-10-10,Germany,/marktplatz?tab=0&search=ava,1,1,1,19
2023-10-10,Austria,/marktplatz?tab=0&orgId=228,1,1,1,6
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=202,1,1,1,3
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=19,1,1,1,1
2023-10-10,Austria,/marktplatz?tab=2,1,1,1,3
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=71,1,1,1,8
2023-10-10,Austria,/marktplatz?tab=0&attr=79&attr=14&attr=2&productId=186,1,1,1,6
2023-10-10,Austria,/marktplatz?tab=0,2,1,1,5
2023-10-10,Germany,/marktplatz?tab=0&search=ava&ptgId=45,1,1,1,19
2023-10-10,Germany,/marktplatz?tab=0&search=ava&ptgId=45&productId=15,1,1,1,11
2023-10-09,Germany,/marktplatz?tab=1,1,1,1,31
2023-10-09,Germany,/marktplatz?tab=0&ptgId=58&attr=14&productId=280,1,1,1,5
2023-10-09,Germany,/marktplatz?tab=0&search=WeltWeitBau%20GmbH,1,2,1,6
2023-10-09,Germany,/marktplatz?tab=2,1,1,1,3
2023-10-09,Germany,/marktplatz?tab=2&orgId=240&organisationId=240,1,1,1,110
2023-10-09,Germany,/marktplatz?tab=0,7,7,6,56
2023-10-09,Germany,/marktplatz,4,4,4,8
2023-10-09,Germany,/marktplatz?tab=0&search=Welt%20Weit%20Bau%20GmbH,1,1,1,16
2023-10-09,Germany,/marktplatz?tab=0&ptgId=58&attr=14,1,1,1,3
2023-10-09,Germany,/marktplatz?tab=0&ptgId=58,1,1,1,16
2023-10-09,Germany,/marktplatz?tab=0&ptgId=22,1,1,1,9
2023-10-09,Germany,/marktplatz?tab=0&ptgId=1,1,1,1,2
2023-10-09,Germany,/marktplatz?tab=0&attr=26,1,1,1,24
2023-10-09,Germany,/marktplatz?tab=0&search=Weltweit,1,1,1,7
2023-10-08,Germany,/marktplatz?tab=2,1,1,1,20
2023-10-08,Germany,/marktplatz?tab=0&ptgId=27&productId=322,1,1,1,23
2023-10-08,Germany,/marktplatz?tab=0&ptgId=32,1,1,1,5
2023-10-08,Germany,/marktplatz?tab=0&ptgId=42,1,1,1,8
2023-10-08,Germany,/marktplatz?tab=0&ptgId=23&ptgId=32,1,1,1,30
2023-10-08,Germany,/marktplatz?tab=0,2,1,1,26
2023-10-08,Germany,/marktplatz?tab=0&ptgId=23,1,1,1,22
2023-10-08,Germany,/marktplatz?tab=0&ptgId=27,1,1,1,6
2023-10-08,Germany,/marktplatz?tab=0&ptgId=27&productId=111,1,1,1,18
2023-10-08,Germany,/marktplatz?tab=0&ptgId=42&ptgId=27,1,1,1,13
2023-10-06,Germany,/marktplatz?tab=0&search=Informationsmanagement,1,1,1,9
2023-10-06,Germany,/marktplatz?tab=0,2,3,3,3
2023-10-06,Germany,/marktplatz?tab=0&search=BIMQ,2,1,1,32
2023-10-06,Germany,/marktplatz?tab=0&search=DESITE%20MD,2,1,1,66
2023-10-06,Germany,/marktplatz,1,2,2,0
2023-10-06,Germany,/marktplatz?tab=0&ptgId=58,1,1,1,71
2023-10-06,Germany,/marktplatz?tab=0&ptgId=58&search=DESITE%20MD,1,1,1,6
2023-10-06,Germany,/marktplatz?tab=0&ptgId=58&search=desite,1,1,1,37
2023-10-06,Germany,/marktplatz?tab=0&search=BIMQ&productId=68,1,1,1,12
2023-10-06,Germany,/marktplatz?tab=2,1,1,1,15
2023-10-06,Germany,/marktplatz?tab=0&search=DESITE%20MD&productId=28,1,1,1,7
2023-10-06,Germany,/marktplatz?tab=0&search=Informationsmanagement&productId=159,1,1,1,117
2023-10-05,Germany,/marktplatz,4,3,3,4
2023-10-05,Germany,/marktplatz?tab=0&search=grundstein,2,1,1,23
2023-10-05,Germany,/marktplatz?tab=0&search=1.%20Sie%20fliegen%202.%20Wir%20fliegen,2,1,1,21
2023-10-05,Germany,/marktplatz?tab=0&search=123,1,1,1,12
2023-10-05,Germany,/marktplatz?tab=0&search=baumobil,1,1,1,7
2023-10-05,Germany,/marktplatz?tab=0&search=BAP&category=APP,1,1,1,306
2023-10-05,Germany,/marktplatz?tab=0&productId=154,1,1,1,39
2023-10-05,Germany,/marktplatz?tab=0&productId=7,1,1,1,100
2023-10-05,Germany,/marktplatz?tab=0&ptgId=45,1,1,1,8
2023-10-05,Germany,/marktplatz?tab=0,8,11,7,313
2023-10-05,Germany,/marktplatz?tab=0&search=erfasst,1,3,2,6
2023-10-05,Germany,/marktplatz?tab=0&attr=30,1,1,1,190
2023-10-05,Germany,/marktplatz?tab=0&search=BAP,1,1,1,179
2023-10-05,Germany,/marktplatz?tab=0&search=123erfasst,1,1,1,19
2023-10-05,Germany,/marktplatz?tab=0&search=1.%20Sie%20fliegen%202.%20Wir%20fliegen&productId=143,1,1,1,14
2023-10-04,Germany,/marktplatz?tab=1,1,1,1,2
2023-10-04,Germany,/marktplatz?tab=0&attr=31,2,1,1,279
2023-10-04,Germany,/marktplatz?tab=0,2,4,3,12
2023-10-04,Germany,/marktplatz?tab=0&attr=31&productId=256,1,1,1,10
2023-10-04,Germany,/marktplatz,2,2,2,3
2023-10-04,Germany,/marktplatz?tab=0&attr=31&productId=317,1,1,1,6
2023-10-02,Germany,/marktplatz,7,5,4,7
2023-10-02,Germany,/marktplatz?tab=0,6,7,5,185
2023-10-02,Germany,/impressum,1,1,1,25
2023-10-02,Germany,/login,1,1,1,5
2023-09-29,Germany,/marktplatz?tab=0&attr=31&productId=237,6,1,1,45
2023-09-29,Germany,/marktplatz?tab=0&search=KorFin%C2%AE&productId=229,1,1,1,10
2023-09-29,Germany,/marktplatz?tab=0,12,9,5,49
2023-09-29,Germany,/marktplatz?tab=0&search=ORCA%20AVA,1,1,1,18
2023-09-29,Germany,/marktplatz,6,4,3,6
2023-09-29,Germany,/marktplatz?tab=0&search=itwo,3,1,1,49
2023-09-29,Germany,/marktplatz?tab=0&search=ORCA%20AVA&productId=195,1,1,1,35
2023-09-29,Germany,/marktplatz?tab=1,1,1,1,5
2023-09-29,Germany,/marktplatz?tab=0&attr=121,2,1,1,20
2023-09-29,Germany,/marktplatz?tab=0&search=etask,1,1,1,0
2023-09-29,Germany,/marktplatz?tab=0&attr=31,3,1,1,21
2023-09-29,Germany,/marktplatz?tab=0&attr=31&productId=66,2,1,1,16
2023-09-29,Germany,/marktplatz?tab=0&search=itwo&attr=118,1,1,1,3
2023-09-29,Germany,/marktplatz?tab=0&attr=31&productId=317,4,2,1,101
2023-09-29,Germany,/marktplatz?tab=0&search=KorFin%C2%AE,2,1,1,23
2023-09-29,Germany,/marktplatz?tab=0&search=itwo&productId=167,1,1,1,9
2023-09-29,Germany,/marktplatz?tab=2,1,1,1,8
2023-09-29,Germany,/marktplatz?tab=0&attr=31&productId=143,10,1,1,18
2023-09-29,Germany,/marktplatz?tab=0&attr=121&productId=317,1,1,1,41
2023-09-29,Germany,/marktplatz?tab=0&attr=31&appSubPro=317&productId=317,1,1,1,16
2023-09-29,Germany,/marktplatz?tab=0&attr=31&productId=256,1,1,1,31
2023-09-29,Germany,/marktplatz?tab=0&attr=80,1,1,1,39
2023-09-29,Germany,/marktplatz?tab=0&category=APP,1,1,1,49
2023-09-29,Germany,/marktplatz?tab=0&category=SERVICE,1,1,1,11
2023-09-29,Germany,/marktplatz?tab=0&ptgId=20&appSubPro=221&productId=221,1,1,1,0
2023-09-29,Germany,/marktplatz?tab=0&search=Revizto&productId=14,1,1,1,3
2023-09-29,Germany,/marktplatz?tab=0&search=Revizto,1,1,1,13
2023-09-28,Germany,/marktplatz?tab=0&ptgId=20,2,1,1,48
2023-09-28,Germany,/marktplatz?tab=0&attr=116&productId=317,3,1,1,11
2023-09-28,Germany,/marktplatz?tab=0&attr=113,2,1,1,71
2023-09-28,Germany,/marktplatz?tab=0&appSubPro=91&productId=91,1,1,1,0
2023-09-28,Germany,/marktplatz?tab=0&category=APP&ptgId=20&ptgId=22,1,1,1,1
2023-09-28,Germany,/marktplatz?tab=0,8,8,7,248
2023-09-28,Germany,/marktplatz,8,6,4,6
2023-09-28,Germany,/impressum,1,1,1,2
2023-09-28,Germany,/login,1,1,1,2
2023-09-28,Germany,/marktplatz?tab=0&attr=113&productId=233,1,1,1,8
2023-09-28,Germany,/marktplatz?tab=0&attr=116&productId=310,1,1,1,29
2023-09-28,Germany,/marktplatz?tab=0&attr=14,1,2,1,375
2023-09-28,Germany,/marktplatz?tab=0&category=APP,1,1,1,7
2023-09-28,Germany,/marktplatz?tab=0&attr=116,5,2,1,82
2023-09-28,Germany,/marktplatz?tab=0&productId=91,1,1,1,15
2023-09-28,Germany,/marktplatz?tab=0&ptgId=20&productId=221,1,1,1,5
2023-09-28,Germany,/marktplatz?tab=0&ptgId=20&ptgId=37,1,1,1,19
2023-09-28,Germany,/marktplatz?tab=1,1,1,1,63
