,Country,Date,pagePath,Number of Pages,Sessions,Users,Duration
1035,Germany,2023-04-26,/marktplatz?tab=2&organisationId=96,1,1,1,2
1037,Germany,2023-04-26,/marktplatz?tab=2&search=ORCA%20Software%20GmbH&organisationId=41,1,1,1,6
147,Germany,2023-04-26,/marktplatz?tab=0&ptgId=66,3,2,1,28
148,Germany,2023-04-26,/resetPassword,3,2,2,74
1038,Germany,2023-04-26,/organisations/41/information?tab=0,1,1,1,13
1039,Germany,2023-04-26,/organisations/41/information?tab=0&search=ORCA%20AVA&productId=195,1,1,1,2
1040,Germany,2023-04-26,/organisations/41/information?tab=0&search=ORCA%20AVA&ptgId=45,1,1,1,7
1041,Germany,2023-04-26,/organisations/41/information?tab=0&search=ORCA%20AVA&ptgId=45&ptgId=57,1,1,1,1
1042,Germany,2023-04-26,/registry/confirm%3Fcode=b2ef2eae-b83e-4438-b2d4-e536d3515111,1,1,1,3
1043,Germany,2023-04-26,/registry/confirm%3Fcode=b2ef2eae-b83e-4438-b2d4-e536d3515111?code=b2ef2eae-b83e-4438-b2d4-e536d3515111,1,1,1,0
1002,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=ORCA%20AVA,1,1,1,1
1001,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=Ministerium%20f%C3%BCr%20heimat,1,1,1,8
1000,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=MHKBD,1,1,1,9
999,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=Digitalisierung%20im%20Bauwesen,1,1,1,4
998,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&productId=323,1,1,1,4
997,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&productId=3,1,1,1,20
996,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&attr=113,1,1,1,1
995,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&attr=111&attr=113,1,1,1,10
994,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&attr=111&attr=112&attr=113,1,1,1,1
993,Germany,2023-04-26,/marktplatz%3Ftab=0&attr=86?tab=0&attr=86&productId=280,1,2,1,4
992,Germany,2023-04-26,/marktplatz%3Ftab=0&attr=118?tab=0,1,1,1,2
991,Germany,2023-04-26,/marktplatz%3Ftab=0&appSubPro=53&productId=53?tab=0&search=NEVARIS%20Build&productId=53,1,1,1,8
990,Germany,2023-04-26,/marktplatz%3Ftab=0&appSubPro=53&productId=53?tab=0&appSubPro=53&productId=53,1,1,1,1
989,Germany,2023-04-26,/login%3Fcode=scV-eO?code=scV-eO,1,1,1,0
988,Germany,2023-04-26,/login%3Fcode=DcJjjx?tab=2&search=SierraSoft&organisationId=221,1,1,1,8
72,Germany,2023-04-26,/profil/nutzerverwaltung,6,1,1,55
71,Germany,2023-04-26,/organisations/41/information,6,1,1,9
70,Germany,2023-04-26,/login%3Fcode=DcJjjx,6,1,1,79
987,Germany,2023-04-26,/login%3Fcode=DcJjjx?tab=2&search=SierraSoft,1,1,1,1
1003,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=SierraSoft%20Roads%20%2F%20Hydro%20%2F%20Land%20%2F%20Rails,1,1,1,1
985,Germany,2023-04-26,/login%3Fcode=DcJjjx?tab=2,1,1,1,21
146,Germany,2023-04-26,/marktplatz%3Ftab=0&attr=118?tab=0&attr=118,3,1,1,25
1036,Germany,2023-04-26,/marktplatz?tab=2&search=ORCA%20Software%20GmbH,1,1,1,1
983,Germany,2023-04-26,/login%3Fcode=DcJjjx?tab=0&orgId=221&search=SierraSoft,1,1,1,1
1034,Germany,2023-04-26,/marktplatz?tab=2&orgId=96&organisationId=96,1,1,1,20
1005,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=ausbildungsinhalte,1,1,1,10
1006,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=forschungsinhalte,1,1,1,7
1007,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=qualifizierungsleitfade&productId=264,1,1,1,2
1008,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=qualifizierungsleitfaden,1,1,1,1
1009,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=qualifizierungsleitfaden&productId=264,1,1,1,22
1010,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=qualifizierungsleitfaden&productId=264&orgId=234,1,1,1,18
1011,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=2&search=SierraSoft%20Roads%20%2F%20Hydro%20%2F%20Land%20%2F%20Rails&orgId=221&organisationId=221,1,1,1,19
1012,Germany,2023-04-26,/marktplatz?tab=0&appSubPro=53&productId=53,1,1,1,2
1013,Germany,2023-04-26,/marktplatz?tab=0&orgId=41&ptgId=45,1,1,1,2
1014,Germany,2023-04-26,/marktplatz?tab=0&orgId=41&search=ORCA%20Software%20GmbH,1,2,1,5
1015,Germany,2023-04-26,/marktplatz?tab=0&orgId=41&search=ORCA%20Software%20GmbH&ptgId=45,1,1,1,4
1016,Germany,2023-04-26,/marktplatz?tab=0&ptgId=45&productId=195,1,1,1,70
1017,Germany,2023-04-26,/marktplatz?tab=0&ptgId=45&ptgId=57,1,1,1,4
1018,Germany,2023-04-26,/marktplatz?tab=0&ptgId=57,1,1,1,11
1019,Germany,2023-04-26,/marktplatz?tab=0&ptgId=65,1,1,1,1
1020,Germany,2023-04-26,/marktplatz?tab=0&ptgId=66&attr=143,1,1,1,1
1021,Germany,2023-04-26,/marktplatz?tab=0&ptgId=66&productId=317,1,1,1,22
1022,Germany,2023-04-26,/marktplatz?tab=0&ptgId=66&productId=318,1,1,1,22
1023,Germany,2023-04-26,/marktplatz?tab=0&search=AUSSCHREIBEN.DE,1,1,1,1
1024,Germany,2023-04-26,/marktplatz?tab=0&search=AUSSCHREIBEN.DE&productId=311,1,1,1,5
1025,Germany,2023-04-26,/marktplatz?tab=0&search=DBS,1,1,1,1
1026,Germany,2023-04-26,/marktplatz?tab=0&search=DBS&productId=84,1,1,1,2
1027,Germany,2023-04-26,/marktplatz?tab=0&search=ORCA%20AVA,1,2,1,1
1028,Germany,2023-04-26,/marktplatz?tab=0&search=Planersoftware%202.0%20&productId=241,1,1,1,2
1029,Germany,2023-04-26,/marktplatz?tab=0&search=Windoplan&productId=122,1,1,1,1
1030,Germany,2023-04-26,/marktplatz?tab=0&search=orca&productId=195,1,1,1,6
1031,Germany,2023-04-26,/marktplatz?tab=1,1,1,1,16
1032,Germany,2023-04-26,/marktplatz?tab=1&certifiId=34&certificationId=34,1,1,1,12
1033,Germany,2023-04-26,/marktplatz?tab=2&orgId=41&organisationId=41,1,1,1,12
984,Germany,2023-04-26,/login%3Fcode=DcJjjx?tab=0&orgId=221&search=SierraSoft&productId=238,1,1,1,6
986,Germany,2023-04-26,/login%3Fcode=DcJjjx?tab=2&search=JWS,1,1,1,14
982,Germany,2023-04-26,/login%3Fcode=DcJjjx?tab=0,1,1,1,3
1268,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&attr=111&attr=112,0,1,1,1
289,Germany,2023-04-26,/marktplatz%3Ftab=0&attr=86?tab=0&attr=86,2,1,1,17
290,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&attr=111,2,1,1,3
981,Germany,2023-04-26,/login%3Fcode=DcJjjx?code=DcJjjx,1,1,1,0
292,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=qualifizierungsleitfade,2,1,1,16
293,Germany,2023-04-26,/marktplatz?tab=0&orgId=41,2,2,1,39
294,Germany,2023-04-26,/marktplatz?tab=0&ptgId=45,2,1,1,19
24,Germany,2023-04-26,/marktplatz?tab=0,16,17,10,232
23,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0,16,10,6,386
1266,Germany,2023-04-26,/login,0,1,1,0
295,Germany,2023-04-26,/marktplatz?tab=0&search=Planersoftware%202.0%20,2,1,1,11
1267,Germany,2023-04-26,/login%3Fcode=DcJjjx?tab=0&orgId=221,0,1,1,14
1269,Germany,2023-04-26,/marktplatz?tab=0&attr=86&productId=280,0,1,1,0
287,Germany,2023-04-26,/,2,7,6,2
296,Germany,2023-04-26,/marktplatz?tab=0&search=Windoplan,2,1,1,4
1270,Germany,2023-04-26,/marktplatz?tab=0&search=NEVARIS%20Build&productId=53,0,1,1,0
1271,Germany,2023-04-26,/organisations/41/products/195,0,1,1,0
297,Germany,2023-04-26,/marktplatz?tab=0&search=orca,2,2,1,18
1272,Germany,2023-04-26,/organisations/41/products/195/edit,0,1,1,0
11,Germany,2023-04-26,/marktplatz,36,8,7,219
1273,Germany,2023-04-26,/organisations/64/products/84,0,1,1,0
1274,Germany,2023-04-26,/organisations/undefined/products,0,1,1,0
1275,Germany,2023-04-26,/registry/confirm?code=b2ef2eae-b83e-4438-b2d4-e536d3515111,0,1,1,0
298,Germany,2023-04-26,/marktplatz?tab=2,2,2,2,58
299,Germany,2023-04-26,/organisations/41/information?tab=0&search=ORCA%20AVA,2,2,1,25
288,Germany,2023-04-26,/marktplatz%3Ftab=0&attr=118,2,1,1,17
291,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&attr=112,2,1,1,2
1004,Germany,2023-04-26,/marktplatz%3Ftab=0?tab=0&search=SierraSoft%20Roads%20%2F%20Hydro%20%2F%20Land%20%2F%20Rails&productId=238,1,1,1,2
42,Germany,2023-04-26,/marktplatz%3Ftab=0,10,2,2,344
975,Germany,2023-04-25,/marktplatz?tab=0&ptgId=45&ptgId=64,1,1,1,1
971,Germany,2023-04-25,/marktplatz?tab=0&productId=331,1,1,1,2
972,Germany,2023-04-25,/marktplatz?tab=0&productId=337,1,1,1,3
973,Germany,2023-04-25,/marktplatz?tab=0&ptgId=27,1,1,1,1
974,Germany,2023-04-25,/marktplatz?tab=0&ptgId=45,1,1,1,46
948,Germany,2023-04-25,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,1,1,1,4
947,Germany,2023-04-25,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0,1,1,1,8
946,Germany,2023-04-25,/marktplatz%3Ftab=0&productId=336?tab=2,1,1,1,6
945,Germany,2023-04-25,/marktplatz%3Ftab=0&productId=336?tab=1&certificationId=34,1,1,1,11
976,Germany,2023-04-25,/marktplatz?tab=0&ptgId=64&attr=142,1,1,1,1
969,Germany,2023-04-25,/marktplatz?tab=0&productId=316,1,1,1,7
977,Germany,2023-04-25,/marktplatz?tab=0&ptgId=66&attr=139,1,1,1,1
978,Germany,2023-04-25,/marktplatz?tab=0&ptgId=66&attr=141,1,1,1,1
979,Germany,2023-04-25,/marktplatz?tab=0&ptgId=66&attr=142,1,1,1,1
980,Germany,2023-04-25,/resetPassword,1,1,1,23
954,Germany,2023-04-25,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1?tab=0&search=DBS%20WinDo%20Planning&productId=84,1,1,1,16
953,Germany,2023-04-25,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1?tab=0&search=DBS%20WinDo%20Planning,1,1,1,1
952,Germany,2023-04-25,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1&search=DBS%20WinDo%20Planning,1,1,1,1
951,Germany,2023-04-25,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1?tab=0,1,1,1,12
970,Germany,2023-04-25,/marktplatz?tab=0&productId=323,1,1,1,6
961,Germany,2023-04-25,/marktplatz?tab=0&attr=109&productId=278,1,1,1,64
962,Germany,2023-04-25,/marktplatz?tab=0&attr=140,1,1,1,10
968,Germany,2023-04-25,/marktplatz?tab=0&attr=84&productId=280,1,1,1,84
963,Germany,2023-04-25,/marktplatz?tab=0&attr=142&ptgId=64,1,1,1,1
145,Germany,2023-04-25,/marktplatz?tab=0&ptgId=66,3,1,1,47
144,Germany,2023-04-25,/marktplatz?tab=0&attr=142,3,1,1,32
143,Germany,2023-04-25,/marktplatz%3Ftab=0?tab=0,3,2,2,72
944,Germany,2023-04-25,/marktplatz%3Ftab=0&productId=336?tab=1&certifiId=34&certificationId=34,1,1,1,113
964,Germany,2023-04-25,/marktplatz?tab=0&attr=142&ptgId=66,1,1,1,1
943,Germany,2023-04-25,/marktplatz%3Ftab=0&productId=336?tab=1,1,1,1,6
965,Germany,2023-04-25,/marktplatz?tab=0&attr=5,1,1,1,1
960,Germany,2023-04-25,/marktplatz?tab=0&attr=109&productId=233,1,1,1,6
959,Germany,2023-04-25,/marktplatz?tab=0&attr=109,1,1,1,1
958,Germany,2023-04-25,/marktplatz?tab=0&attr=105&productId=208,1,1,1,34
957,Germany,2023-04-25,/marktplatz?tab=0&attr=105,1,1,1,1
966,Germany,2023-04-25,/marktplatz?tab=0&attr=82,1,1,1,1
942,Germany,2023-04-25,/marktplatz%3Ftab=0&productId=336?tab=0&ptgId=64,1,1,1,1
941,Germany,2023-04-25,/login,1,1,1,18
956,Germany,2023-04-25,/marktplatz?tab=0&attr=104&attr=105,1,1,1,1
967,Germany,2023-04-25,/marktplatz?tab=0&attr=84,1,1,1,1
955,Germany,2023-04-25,/marktplatz?tab=0&attr=104,1,1,1,28
1307,United States,2023-04-25,/,0,1,1,0
950,Germany,2023-04-25,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,0
1262,Germany,2023-04-25,/,0,4,4,0
279,Germany,2023-04-25,/marktplatz%3Ftab=0&productId=336,2,1,1,55
280,Germany,2023-04-25,/marktplatz%3Ftab=0&productId=336?tab=0,2,1,1,251
281,Germany,2023-04-25,/marktplatz%3Ftab=0&productId=336?tab=0&productId=336,2,1,1,16
283,Germany,2023-04-25,/marktplatz?tab=0&attr=139,2,1,1,21
284,Germany,2023-04-25,/marktplatz?tab=0&productId=325,2,1,1,17
285,Germany,2023-04-25,/marktplatz?tab=0&ptgId=64,2,1,1,10
286,Germany,2023-04-25,/marktplatz?tab=1,2,3,2,213
30,Germany,2023-04-25,/marktplatz,14,5,5,24
282,Germany,2023-04-25,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,2,2,1,32
1263,Germany,2023-04-25,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0
1265,Germany,2023-04-25,/organisations/64/products/84,0,1,1,0
22,Germany,2023-04-25,/marktplatz?tab=0,16,6,6,518
949,Germany,2023-04-25,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,2
1264,Germany,2023-04-25,/marktplatz?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,0,2,1,7
274,Germany,2023-04-24,/marktplatz?tab=0&attr=86&ptgId=19&productId=245,2,1,1,9
903,Germany,2023-04-24,/marktplatz%3Ftab=0&category=CONTENT&appSubPro=279&productId=279?tab=0&category=CONTENT&productId=279,1,1,1,6
902,Germany,2023-04-24,/marktplatz%3Ftab=0&category=CONTENT&appSubPro=279&productId=279?tab=0&category=CONTENT&appSubPro=279&productId=279,1,1,1,2
269,Germany,2023-04-24,/marktplatz%3Ftab=0&attr=141?tab=0&attr=141,2,2,1,10
270,Germany,2023-04-24,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,2,2,1,13
271,Germany,2023-04-24,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,2,2,1,0
272,Germany,2023-04-24,/marktplatz%3Ftab=1?tab=1,2,1,1,47
273,Germany,2023-04-24,/marktplatz?tab=0&attr=86&attr=105,2,2,1,8
277,Germany,2023-04-24,/marktplatz?tab=0&productId=334,2,1,1,38
275,Germany,2023-04-24,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT,2,1,1,53
276,Germany,2023-04-24,/marktplatz?tab=0&productId=324,2,1,1,28
278,Germany,2023-04-24,/marktplatz?tab=1,2,2,2,17
474,China,2023-04-24,/marktplatz?tab=0,1,1,1,3
475,China,2023-04-24,/marktplatz?tab=0&productId=181,1,1,1,9
905,Germany,2023-04-24,/marktplatz%3Ftab=0&productId=323?tab=0&appSubPro=323&productId=323,1,1,1,4
900,Germany,2023-04-24,/marktplatz%3Ftab=0&attr=141?tab=0,1,1,1,2
901,Germany,2023-04-24,/marktplatz%3Ftab=0&attr=141?tab=0&attr=140,1,1,1,1
904,Germany,2023-04-24,/marktplatz%3Ftab=0&productId=323?tab=0,1,1,1,64
940,Germany,2023-04-24,/marktplatz?tab=0&search=zertifizierungsstellen,1,1,1,15
939,Germany,2023-04-24,/marktplatz?tab=0&search=zertifizierung,1,1,1,5
923,Germany,2023-04-24,/marktplatz?tab=0&productId=322,1,1,1,3
938,Germany,2023-04-24,/marktplatz?tab=0&search=bimkit,1,1,1,22
937,Germany,2023-04-24,/marktplatz?tab=0&search=101:%20Texterkennung%20(Lokalisierung)%20in%20Pl%C3%A4nen&productId=323,1,1,1,18
936,Germany,2023-04-24,/marktplatz?tab=0&search=101:%20Texterkennung%20(Lokalisierung)%20in%20Pl%C3%A4nen,1,1,1,1
935,Germany,2023-04-24,/marktplatz?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,1,1,1,1
934,Germany,2023-04-24,/marktplatz?tab=0&rating=5&rating=4&rating=3&rating=2,1,1,1,1
933,Germany,2023-04-24,/marktplatz?tab=0&rating=5&rating=4,1,1,1,1
932,Germany,2023-04-24,/marktplatz?tab=0&productId=337,1,1,1,3
931,Germany,2023-04-24,/marktplatz?tab=0&productId=336,1,1,1,2
930,Germany,2023-04-24,/marktplatz?tab=0&productId=335,1,1,1,1
929,Germany,2023-04-24,/marktplatz?tab=0&productId=333,1,1,1,3
927,Germany,2023-04-24,/marktplatz?tab=0&productId=330,1,1,1,2
926,Germany,2023-04-24,/marktplatz?tab=0&productId=329,1,1,1,2
925,Germany,2023-04-24,/marktplatz?tab=0&productId=328,1,1,1,2
924,Germany,2023-04-24,/marktplatz?tab=0&productId=327,1,1,1,2
922,Germany,2023-04-24,/marktplatz?tab=0&productId=320,1,1,1,2
907,Germany,2023-04-24,/marktplatz%3Ftab=0&productId=323?tab=0&productId=334,1,2,1,73
921,Germany,2023-04-24,/marktplatz?tab=0&productId=319,1,1,1,1
920,Germany,2023-04-24,/marktplatz?tab=0&productId=318,1,1,1,1
919,Germany,2023-04-24,/marktplatz?tab=0&productId=317,1,1,1,1
918,Germany,2023-04-24,/marktplatz?tab=0&productId=316,1,1,1,5
917,Germany,2023-04-24,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT,1,1,1,2
916,Germany,2023-04-24,/marktplatz?tab=0&category=CONTENT&appSubPro=279&productId=279,1,1,1,2
915,Germany,2023-04-24,/marktplatz?tab=0&attr=86&ptgId=19&productId=280,1,1,1,15
914,Germany,2023-04-24,/marktplatz?tab=0&attr=86&ptgId=19&productId=248,1,1,1,48
913,Germany,2023-04-24,/marktplatz?tab=0&attr=86&ptgId=19&productId=243,1,1,1,0
912,Germany,2023-04-24,/marktplatz?tab=0&attr=86&ptgId=19&productId=146,1,1,1,156
911,Germany,2023-04-24,/marktplatz?tab=0&attr=86&productId=220,1,1,1,12
910,Germany,2023-04-24,/marktplatz?tab=0&attr=86&productId=193,1,1,1,15
909,Germany,2023-04-24,/marktplatz?tab=0&attr=86&attr=105&attr=104,1,1,1,1
908,Germany,2023-04-24,/marktplatz?tab=0&attr=20,1,1,1,1
906,Germany,2023-04-24,/marktplatz%3Ftab=0&productId=323?tab=0&productId=323,1,1,1,0
928,Germany,2023-04-24,/marktplatz?tab=0&productId=332,1,1,1,3
1104,United States,2023-04-24,/marktplatz,1,1,1,6
1256,Germany,2023-04-24,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0,0,1,1,36
1257,Germany,2023-04-24,/marktplatz?tab=0&attr=141,0,2,1,0
1258,Germany,2023-04-24,/marktplatz?tab=0&category=CONTENT&productId=279,0,1,1,0
1259,Germany,2023-04-24,/marktplatz?tab=0&ptgId=45&productId=195,0,2,1,0
1260,Germany,2023-04-24,/marktplatz?tab=0&rating=5,0,1,1,0
1306,United States,2023-04-24,/,0,1,1,0
99,Germany,2023-04-24,/marktplatz?tab=0&attr=86,4,2,1,109
100,Germany,2023-04-24,/marktplatz?tab=0&productId=323,4,3,2,43
1255,Germany,2023-04-24,/,0,6,5,0
111,China,2023-04-24,/marktplatz,3,1,1,42
1261,Germany,2023-04-24,/marktplatz?tab=0&rating=5&rating=4&rating=3,0,1,1,0
1137,China,2023-04-24,/,0,1,1,0
1138,China,2023-04-24,/marktplatz?tab=0&appSubPro=282&productId=282,0,1,1,11
142,Germany,2023-04-24,/marktplatz?tab=0&attr=86&ptgId=19,3,2,1,126
20,Germany,2023-04-24,/marktplatz?tab=0,18,11,7,444
16,Germany,2023-04-24,/marktplatz,25,7,5,148
899,Germany,2023-04-23,/marktplatz,1,1,1,1
268,Germany,2023-04-23,/marktplatz%3Ftab=0?tab=0,2,1,1,4
1254,Germany,2023-04-23,/,0,1,1,0
1305,United States,2023-04-23,/,0,2,2,0
1285,Nigeria,2023-04-22,/marktplatz,0,1,1,0
1082,Nigeria,2023-04-22,/marktplatz?tab=0,1,1,1,12
890,Germany,2023-04-21,/marktplatz%3Ftab=0?tab=0&search=DBS&productId=84,1,1,1,2
141,Germany,2023-04-21,/marktplatz?tab=0,3,5,4,42
898,Germany,2023-04-21,/marktplatz?tab=1&orgId=191,1,1,1,2
897,Germany,2023-04-21,/marktplatz?tab=1&orgId=164&orgId=191,1,1,1,4
896,Germany,2023-04-21,/marktplatz?tab=1&orgId=164,1,1,1,17
895,Germany,2023-04-21,/marktplatz?tab=0&ptgId=45&productId=195,1,1,1,40
892,Germany,2023-04-21,/marktplatz?tab=0&attr=140,1,1,1,7
891,Germany,2023-04-21,/marktplatz%3Ftab=0?tab=0&search=VEKA,1,1,1,4
893,Germany,2023-04-21,/marktplatz?tab=0&attr=141,1,2,1,1
889,Germany,2023-04-21,/marktplatz%3Ftab=0?tab=0&search=DBS,1,1,1,1
98,Germany,2023-04-21,/marktplatz,4,3,3,3
888,Germany,2023-04-21,/marktplatz%3Ftab=0&attr=141?tab=0&attr=141,1,1,1,7
1253,Germany,2023-04-21,/,0,3,3,0
267,Germany,2023-04-21,/marktplatz?tab=1,2,1,1,25
266,Germany,2023-04-21,/marktplatz%3Ftab=0?tab=0,2,1,1,4
894,Germany,2023-04-21,/marktplatz?tab=0&ptgId=45,1,1,1,55
845,Germany,2023-04-20,/marktplatz%3Ftab=0&attr=140?tab=0&attr=140&productId=328,1,1,1,1
847,Germany,2023-04-20,/marktplatz%3Ftab=0?tab=0&orgId=202,1,1,1,1
844,Germany,2023-04-20,/marktplatz%3Ftab=0&attr=140?tab=0&attr=140&productId=326,1,1,1,21
843,Germany,2023-04-20,/composer/template/new?tab=1&certificationId=34,1,1,1,16
842,Germany,2023-04-20,/composer/template/new?tab=0&search=IFC,1,1,1,10
846,Germany,2023-04-20,/marktplatz%3Ftab=0?tab=0&attr=24&productId=254,1,1,1,95
841,Germany,2023-04-20,/composer/template/new?tab=0&search=301:%20Bauteilinformationen%20aus%20Bauwerksb%C3%BCchern%20von%20Br%C3%BCcke,1,1,1,10
840,Germany,2023-04-20,/composer/template/new?tab=0&search=128:%20IFC-Modell%20Generierung&productId=331,1,1,1,3
180,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=0&ptgId=7&certificationType=PTG_CERT,2,1,1,313
848,Germany,2023-04-20,/marktplatz%3Ftab=0?tab=0&productId=143,1,1,1,5
849,Germany,2023-04-20,/marktplatz%3Ftab=0?tab=0&productId=325,1,1,1,6
867,Germany,2023-04-20,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT,1,1,1,14
866,Germany,2023-04-20,/marktplatz?tab=0&category=SERVICE,1,1,1,81
865,Germany,2023-04-20,/marktplatz?tab=0&attr=93,1,2,1,2
864,Germany,2023-04-20,/marktplatz?tab=0&attr=88&attr=93,1,1,1,3
863,Germany,2023-04-20,/marktplatz?tab=0&attr=88,1,1,1,6
862,Germany,2023-04-20,/marktplatz?tab=0&attr=79,1,1,1,22
861,Germany,2023-04-20,/marktplatz?tab=0&attr=31&ptgId=57&ptgId=7,1,1,1,14
860,Germany,2023-04-20,/marktplatz?tab=0&attr=31&ptgId=57,1,1,1,12
859,Germany,2023-04-20,/marktplatz?tab=0&attr=31&productId=251,1,1,1,31
858,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27&productId=80,1,1,1,4
857,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27&productId=230,1,1,1,4
856,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27&productId=126,1,1,1,90
855,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=124,1,1,1,2
854,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124&productId=308,1,1,1,23
853,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124&productId=289,1,1,1,7
852,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124&productId=280,1,1,1,3
851,Germany,2023-04-20,/marktplatz?tab=0&attr=14,1,1,1,31
838,Germany,2023-04-20,/composer/template/new?tab=0&ptgId=66,1,1,1,3
850,Germany,2023-04-20,/marktplatz%3Ftab=0?tab=0&ptgId=64,1,1,1,1
839,Germany,2023-04-20,/composer/template/new?tab=0&rating=2,1,1,1,1
830,Germany,2023-04-20,/composer/template/new?tab=0&productId=335,1,1,1,3
837,Germany,2023-04-20,/composer/template/new?tab=0&ptgId=65,1,1,1,1
468,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,7
808,Germany,2023-04-20,/composer/template/new?tab=0&category=SERVICE,1,1,1,50
807,Germany,2023-04-20,/composer/template/new?tab=0&attr=23,1,1,1,9
806,Germany,2023-04-20,/composer/template/new?tab=0&attr=141,1,1,1,1
805,Germany,2023-04-20,/composer/template/new?tab=0&attr=110,1,1,1,14
804,Germany,2023-04-20,/composer/template/new?tab=0&attr=109,1,1,1,5
1,Germany,2023-04-20,/marktplatz,163,6,5,1736
473,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=1&certifiId=27&certificationId=27,1,1,1,56
472,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=0&ptgId=7&certificationType=PTG_CERT&productId=13,1,1,1,181
471,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=0&ptgId=7,1,1,1,68
470,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=0&productId=203,1,1,1,20
469,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=1&certifiId=34&certificationId=34,1,2,1,35
467,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=1,1,1,1,3
836,Germany,2023-04-20,/composer/template/new?tab=0&ptgId=64,1,1,1,1
466,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=0&productId=334,1,1,1,13
465,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=0,1,1,1,3
464,Austria,2023-04-20,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1&appSubPro=309&productId=309?tab=1,1,1,1,8
463,Austria,2023-04-20,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1&appSubPro=309&productId=309?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,1,1,1,0
462,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=2&orgId=261&organisationId=261,1,1,1,195
461,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=2,1,1,1,0
